,number,value,datetime_start,datetime_complete,duration,params_anomaly_threshold,params_max_dist,params_num_bootstrap_samples,state
16,16,0.8535911602209945,2025-07-04 23:38:08.508287,2025-07-04 23:38:08.968831,0 days 00:00:00.460544,0.21,0.19,3500,COMPLETE
17,17,0.8176638176638177,2025-07-04 23:38:08.969282,2025-07-04 23:38:09.420037,0 days 00:00:00.450755,0.51,0.44,3500,COMPLETE
18,18,0.8969857568731368,2025-07-04 23:38:09.420532,2025-07-04 23:38:09.977520,0 days 00:00:00.556988,0.08,0.08,4000,COMPLETE
19,19,0.8555670458462599,2025-07-04 23:38:09.977995,2025-07-04 23:38:10.646393,0 days 00:00:00.668398,0.2,0.17,4500,COMPLETE
20,20,0.9208137715179969,2025-07-04 23:38:10.646860,2025-07-04 23:38:11.156048,0 days 00:00:00.509188,0.01,0.01,3500,COMPLETE
21,21,0.9208137715179969,2025-07-04 23:38:11.156503,2025-07-04 23:38:11.666815,0 days 00:00:00.510312,0.01,0.01,3500,COMPLETE
22,22,0.9208137715179969,2025-07-04 23:38:11.667338,2025-07-04 23:38:12.092976,0 days 00:00:00.425638,0.01,0.01,3000,COMPLETE
23,23,0.8969857568731368,2025-07-04 23:38:12.093522,2025-07-04 23:38:12.562868,0 days 00:00:00.469346,0.08,0.08,3500,COMPLETE
24,24,0.8685286103542234,2025-07-04 23:38:12.563322,2025-07-04 23:38:12.941857,0 days 00:00:00.378535,0.17,0.15000000000000002,3000,COMPLETE
25,25,0.897029702970297,2025-07-04 23:38:12.942321,2025-07-04 23:38:13.414082,0 days 00:00:00.471761,0.06999999999999999,0.06999999999999999,3500,COMPLETE
26,26,0.8488210818307905,2025-07-04 23:38:13.414545,2025-07-04 23:38:13.960760,0 days 00:00:00.546215,0.26,0.23,4000,COMPLETE
27,27,0.826025459688826,2025-07-04 23:38:13.961212,2025-07-04 23:38:14.413858,0 days 00:00:00.452646,0.46,0.41000000000000003,3500,COMPLETE
28,28,0.9099246642646577,2025-07-04 23:38:14.414329,2025-07-04 23:38:14.795712,0 days 00:00:00.381383,0.09999999999999999,0.09999999999999999,3000,COMPLETE
29,29,0.8999008919722498,2025-07-04 23:38:14.796168,2025-07-04 23:38:15.488023,0 days 00:00:00.691855,0.05,0.04,4500,COMPLETE
30,30,0.9208137715179969,2025-07-04 23:38:15.488476,2025-07-04 23:38:16.088648,0 days 00:00:00.600172,0.01,0.01,4000,COMPLETE
31,31,0.9208137715179969,2025-07-04 23:38:16.089115,2025-07-04 23:38:16.692134,0 days 00:00:00.603019,0.01,0.01,4000,COMPLETE
32,32,0.9208137715179969,2025-07-04 23:38:16.692656,2025-07-04 23:38:17.410615,0 days 00:00:00.717959,0.01,0.01,4500,COMPLETE
33,33,0.8969857568731368,2025-07-04 23:38:17.411075,2025-07-04 23:38:17.972301,0 days 00:00:00.561226,0.08,0.08,4000,COMPLETE
34,34,0.9178838039597532,2025-07-04 23:38:17.972781,2025-07-04 23:38:18.785386,0 days 00:00:00.812605,0.05,0.05,5000,COMPLETE
35,35,0.8685286103542234,2025-07-04 23:38:18.785976,2025-07-04 23:38:19.252968,0 days 00:00:00.466992,0.17,0.14,3500,COMPLETE
36,36,0.8448155880306194,2025-07-04 23:38:19.253435,2025-07-04 23:38:19.804933,0 days 00:00:00.551498,0.29,0.25,4000,COMPLETE
37,37,0.8379418970948548,2025-07-04 23:38:19.805570,2025-07-04 23:38:20.172873,0 days 00:00:00.367303,0.39,0.36000000000000004,3000,COMPLETE
38,38,0.8117394416607016,2025-07-04 23:38:20.173325,2025-07-04 23:38:20.836951,0 days 00:00:00.663626,0.59,0.51,4500,COMPLETE
39,39,0.9178838039597532,2025-07-04 23:38:20.837415,2025-07-04 23:38:21.321092,0 days 00:00:00.483677,0.05,0.05,3500,COMPLETE
40,40,0.8395665851101014,2025-07-04 23:38:21.321558,2025-07-04 23:38:21.873400,0 days 00:00:00.551842,0.32000000000000006,0.29000000000000004,4000,COMPLETE
41,41,0.9208137715179969,2025-07-04 23:38:21.873906,2025-07-04 23:38:22.476375,0 days 00:00:00.602469,0.01,0.01,4000,COMPLETE
42,42,0.9023989484061781,2025-07-04 23:38:22.476862,2025-07-04 23:38:23.056750,0 days 00:00:00.579888,0.04,0.04,4000,COMPLETE
43,43,0.8960478246429757,2025-07-04 23:38:23.057236,2025-07-04 23:38:23.739288,0 days 00:00:00.682052,0.09,0.09,4500,COMPLETE
44,44,0.9130998702983139,2025-07-04 23:38:23.739754,2025-07-04 23:38:24.340887,0 days 00:00:00.601133,0.02,0.01,4000,COMPLETE
45,45,0.7988422575976845,2025-07-04 23:38:24.341348,2025-07-04 23:38:24.887689,0 days 00:00:00.546341,0.73,0.65,4000,COMPLETE
46,46,0.9178838039597532,2025-07-04 23:38:24.888168,2025-07-04 23:38:25.383252,0 days 00:00:00.495084,0.05,0.05,3500,COMPLETE
47,47,0.871219843696908,2025-07-04 23:38:25.383711,2025-07-04 23:38:25.772330,0 days 00:00:00.388619,0.15,0.12,3000,COMPLETE
48,48,0.8500173190162799,2025-07-04 23:38:25.772817,2025-07-04 23:38:26.579235,0 days 00:00:00.806418,0.23,0.17,5000,COMPLETE
49,49,0.9023989484061781,2025-07-04 23:38:26.579696,2025-07-04 23:38:27.075489,0 days 00:00:00.495793,0.04,0.03,3500,COMPLETE
