,number,value,datetime_start,datetime_complete,duration,params_anomaly_threshold,params_max_dist,params_num_bootstrap_samples,state
19,19,0.9724388975559023,2025-07-04 23:41:41.239073,2025-07-04 23:41:43.540655,0 days 00:00:02.301582,0.18000000000000002,0.18000000000000002,5000,COMPLETE
20,20,0.9681462140992166,2025-07-04 23:41:43.540904,2025-07-04 23:41:45.667761,0 days 00:00:02.126857,0.33999999999999997,0.31,3000,COMPLETE
21,21,0.9798865394533265,2025-07-04 23:41:45.668011,2025-07-04 23:41:48.239666,0 days 00:00:02.571655,0.01,0.01,5000,COMPLETE
22,22,0.978811369509044,2025-07-04 23:41:48.239912,2025-07-04 23:41:50.593962,0 days 00:00:02.354050,0.09999999999999999,0.09999999999999999,5000,COMPLETE
23,23,0.9793388429752067,2025-07-04 23:41:50.594210,2025-07-04 23:41:52.941404,0 days 00:00:02.347194,0.060000000000000005,0.05,4500,COMPLETE
24,24,0.978811369509044,2025-07-04 23:41:52.941659,2025-07-04 23:41:55.308395,0 days 00:00:02.366736,0.06999999999999999,0.06999999999999999,5000,COMPLETE
25,25,0.9724388975559023,2025-07-04 23:41:55.308643,2025-07-04 23:41:57.554460,0 days 00:00:02.245817,0.15000000000000002,0.15000000000000002,4500,COMPLETE
26,26,0.9793388429752067,2025-07-04 23:41:57.554713,2025-07-04 23:42:00.125504,0 days 00:00:02.570791,0.03,0.01,5000,COMPLETE
27,27,0.9686847599164927,2025-07-04 23:42:00.125754,2025-07-04 23:42:02.380918,0 days 00:00:02.255164,0.25,0.21000000000000002,4500,COMPLETE
28,28,0.978811369509044,2025-07-04 23:42:02.381170,2025-07-04 23:42:04.733899,0 days 00:00:02.352729,0.08,0.08,5000,COMPLETE
29,29,0.9724388975559023,2025-07-04 23:42:04.734145,2025-07-04 23:42:06.983599,0 days 00:00:02.249454,0.15000000000000002,0.15000000000000002,4500,COMPLETE
30,30,0.967067433350758,2025-07-04 23:42:06.983863,2025-07-04 23:42:09.270376,0 days 00:00:02.286513,0.55,0.49,5000,COMPLETE
31,31,0.9798865394533265,2025-07-04 23:42:09.270670,2025-07-04 23:42:11.857928,0 days 00:00:02.587258,0.01,0.01,5000,COMPLETE
32,32,0.9793388429752067,2025-07-04 23:42:11.858177,2025-07-04 23:42:14.272142,0 days 00:00:02.413965,0.05,0.05,5000,COMPLETE
33,33,0.978811369509044,2025-07-04 23:42:14.272393,2025-07-04 23:42:16.633619,0 days 00:00:02.361226,0.09999999999999999,0.09999999999999999,5000,COMPLETE
34,34,0.9793388429752067,2025-07-04 23:42:16.633872,2025-07-04 23:42:18.956909,0 days 00:00:02.323037,0.060000000000000005,0.060000000000000005,4500,COMPLETE
35,35,0.9803921568627451,2025-07-04 23:42:18.957160,2025-07-04 23:42:21.457726,0 days 00:00:02.500566,0.02,0.01,4000,COMPLETE
36,36,0.978811369509044,2025-07-04 23:42:21.457981,2025-07-04 23:42:23.733201,0 days 00:00:02.275220,0.11,0.11,4000,COMPLETE
37,37,0.9659863945578232,2025-07-04 23:42:23.733457,2025-07-04 23:42:25.904873,0 days 00:00:02.171416,0.65,0.61,4000,COMPLETE
38,38,0.9724388975559023,2025-07-04 23:42:25.905128,2025-07-04 23:42:28.138235,0 days 00:00:02.233107,0.18000000000000002,0.18000000000000002,4000,COMPLETE
39,39,0.9724388975559023,2025-07-04 23:42:28.138488,2025-07-04 23:42:30.313786,0 days 00:00:02.175298,0.15,0.13,3500,COMPLETE
40,40,0.9793388429752067,2025-07-04 23:42:30.314038,2025-07-04 23:42:32.612689,0 days 00:00:02.298651,0.04,0.04,3500,COMPLETE
41,41,0.9803921568627451,2025-07-04 23:42:32.612940,2025-07-04 23:42:35.088132,0 days 00:00:02.475192,0.02,0.01,4000,COMPLETE
42,42,0.978811369509044,2025-07-04 23:42:35.088383,2025-07-04 23:42:37.355866,0 days 00:00:02.267483,0.08,0.08,4000,COMPLETE
43,43,0.9793388429752067,2025-07-04 23:42:37.356125,2025-07-04 23:42:39.692366,0 days 00:00:02.336241,0.04,0.03,4000,COMPLETE
44,44,0.978811369509044,2025-07-04 23:42:39.692622,2025-07-04 23:42:41.919425,0 days 00:00:02.226803,0.08,0.08,3500,COMPLETE
45,45,0.9793388429752067,2025-07-04 23:42:41.919684,2025-07-04 23:42:44.278244,0 days 00:00:02.358560,0.04,0.04,4500,COMPLETE
46,46,0.9681462140992166,2025-07-04 23:42:44.278496,2025-07-04 23:42:46.454913,0 days 00:00:02.176417,0.48000000000000004,0.41000000000000003,4000,COMPLETE
47,47,0.9803921568627451,2025-07-04 23:42:46.455171,2025-07-04 23:42:48.935355,0 days 00:00:02.480184,0.02,0.01,4000,COMPLETE
48,48,0.9724388975559023,2025-07-04 23:42:48.935613,2025-07-04 23:42:51.118292,0 days 00:00:02.182679,0.17,0.13,3500,COMPLETE
49,49,0.9793388429752067,2025-07-04 23:42:51.118545,2025-07-04 23:42:53.456468,0 days 00:00:02.337923,0.03,0.03,4000,COMPLETE
